"hashtag_name","hashtag_name"
"#lovetrumpshate               ","#demsinphilly                 "
"#demsinphilly                 ","#demsinphilly                 "
"#demconvention                ","#demconvention                "
"#trumppence16                 ","#trumppence16                 "
"#trumppence16                 ","#trumppence16                 "
"#lgbt                         ","#lgbt                         "
"#demconvention                ","#demconvention                "
"#demconvention                ","#demconvention                "
"#trumppence16                 ","#trumppence16                 "
"#maga                         ","#maga                         "
"#makeamericagreatagain        ","#makeamericagreatagain        "
"#rncincle                     ","#rncincle                     "
"#hillarykaine2016             ","#hillarykaine2016             "
"#clintonkaine                 ","#clintonkaine                 "
"#imwithher                    ","#imwithher                    "
"#strongertogether             ","#strongertogether             "
"#makeamericasafeagain         ","#makeamericasafeagain         "
"#clintonkaine                 ","#imwithher                    "
"#clintonkaine                 ","#clintonkaine                 "
"#imwithher                    ","#imwithher                    "
"#imwithher                    ","#clintonkaine                 "
"#virwinia                     ","#virwinia                     "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#rncincle                     "
"#trumppence16                 ","#trumppence16                 "
"#rncincle                     ","#rncincle                     "
"#rncwithbernie                ","#rncwithbernie                "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#makeamericagreatagain        "
"#rncincle                     ","#trumpiswithyou               "
"#rncincle                     ","#rncincle                     "
"#trumpiswithyou               ","#makeamericagreatagain        "
"#trumpiswithyou               ","#trumpiswithyou               "
"#trumpiswithyou               ","#rncincle                     "
"#makeamericagreatagain        ","#makeamericagreatagain        "
"#makeamericagreatagain        ","#trumpiswithyou               "
"#makeamericagreatagain        ","#rncincle                     "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#rncincle                     "
"#nato                         ","#standtogether                "
"#nato                         ","#nato                         "
"#standtogether                ","#standtogether                "
"#standtogether                ","#nato                         "
"#trumpyourself                ","#trumpyourself                "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#trumppence2016               "
"#rncincle                     ","#rncincle                     "
"#trumppence2016               ","#trumppence2016               "
"#trumppence2016               ","#rncincle                     "
"#trumpyourself                ","#trumpyourself                "
"#trumpyourself                ","#trumpyourself                "
"#rncincle                     ","#rncincle                     "
"#trumpyourself                ","#trumpyourself                "
"#rncincle                     ","#rncincle                     "
"#americafirst                 ","#rncincle                     "
"#americafirst                 ","#americafirst                 "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#americafirst                 "
"#gopincle                     ","#americafirst                 "
"#gopincle                     ","#gopconvention                "
"#gopincle                     ","#gopincle                     "
"#gopconvention                ","#americafirst                 "
"#gopconvention                ","#gopconvention                "
"#gopconvention                ","#gopincle                     "
"#americafirst                 ","#americafirst                 "
"#americafirst                 ","#gopconvention                "
"#americafirst                 ","#gopincle                     "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#rncincle                     "
"#americafirst                 ","#rncincle                     "
"#americafirst                 ","#americafirst                 "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#americafirst                 "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#rncincle                     "
"#americafirst                 ","#rncincle                     "
"#americafirst                 ","#americafirst                 "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#americafirst                 "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#rncincle                     "
"#americafirst                 ","#americafirst                 "
"#rncincle                     ","#rncincle                     "
"#gopconvention                ","#rncincle                     "
"#gopconvention                ","#americafirst                 "
"#gopconvention                ","#gopconvention                "
"#americafirst                 ","#rncincle                     "
"#americafirst                 ","#americafirst                 "
"#americafirst                 ","#gopconvention                "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#americafirst                 "
"#rncincle                     ","#gopconvention                "
"#citizensunited               ","#citizensunited               "
"#rncincle                     ","#rncincle                     "
"#rncincle's                   ","#rncincle's                   "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#rncincle                     "
"#gopconvention                ","#gopconvention                "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#rncincle                     "
"#gopconvention                ","#rncincle                     "
"#gopconvention                ","#gopconvention                "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#gopconvention                "
"#rncincle                     ","#rncincle                     "
"#rncincle                     ","#rncincle                     "
"#strongertogether             ","#strongertogether             "
"#makeamericasafeagain         ","#makeamericasafeagain         "
"#aidsfreegeneration           ","#aidsfreegeneration           "
"#rncincle                     ","#rncincle                     "
"#60minutes                    ","#60minutes                    "
"#campaignfinance              ","#citizensunited               "
"#campaignfinance              ","#campaignfinance              "
"#citizensunited               ","#citizensunited               "
"#citizensunited               ","#campaignfinance              "
"#trumppence16                 ","#trumppence16                 "
"#imwithher                    ","#imwithher                    "
"#turkey                       ","#turkey                       "
"#mikepence                    ","#mikepence                    "
"#nevertrump                   ","#nevertrump                   "
"#juntossepuede                ","#juntossepuede                "
"#irandeal                     ","#irandeal                     "
"#imwithyou                    ","#imwithyou                    "
"#trump2016                    ","#imwithyou                    "
"#trump2016                    ","#trump2016                    "
"#imwithyou                    ","#imwithyou                    "
"#imwithyou                    ","#trump2016                    "
"#fixdemocracyfirst            ","#fixdemocracyfirst            "
"#crookedhillary               ","#crookedhillary               "
"#crookedhillary               ","#crookedhillary               "
"#imwithher                    ","#feelthebern                  "
"#imwithher                    ","#imwithher                    "
"#feelthebern                  ","#feelthebern                  "
"#feelthebern                  ","#imwithher                    "
"#crookedhillary               ","#imwithyou                    "
"#crookedhillary               ","#crookedhillary               "
"#imwithyou                    ","#imwithyou                    "
"#imwithyou                    ","#crookedhillary               "
"#imwithyou                    ","#imwithyou                    "
"#trump2016                    ","#trump2016                    "
"#naacp107                     ","#naacp107                     "
"#trump2016                    ","#imwithyou                    "
"#trump2016                    ","#trump2016                    "
"#imwithyou                    ","#imwithyou                    "
"#imwithyou                    ","#trump2016                    "
"#work                         ","#work                         "
"#crookedhillary               ","#crookedhillary               "
"#crookedhillary               ","#crookedhillary               "
"#orlando                      ","#stopthehate                  "
"#orlando                      ","#orlando                      "
"#stopthehate                  ","#stopthehate                  "
"#stopthehate                  ","#orlando                      "
"#imwithyou                    ","#imwithyou                    "
"#neverforget                  ","#srebrenica                   "
"#neverforget                  ","#neverforget                  "
"#srebrenica                   ","#srebrenica                   "
"#srebrenica                   ","#neverforget                  "
"#trump2016                    ","#trump2016                    "
"#trump2016                    ","#trump2016                    "
"#wimbledon                    ","#wimbledon                    "
"#tbt                          ","#tbt                          "
"#americafirst                 ","#trump2016                    "
"#americafirst                 ","#americafirst                 "
"#trump2016                    ","#trump2016                    "
"#trump2016                    ","#americafirst                 "
"#trump2016                    ","#trump2016                    "
"#philandocastile              ","#philandocastile              "
"#trump2016                    ","#americafirst                 "
"#trump2016                    ","#trump2016                    "
"#americafirst                 ","#americafirst                 "
"#americafirst                 ","#trump2016                    "
"#frozen                       ","#frozen                       "
"#firstinpotus                 ","#firstinpotus                 "
"#riggedsystem                 ","#riggedsystem                 "
"#trump2016                    ","#americafirst                 "
"#trump2016                    ","#trump2016                    "
"#americafirst                 ","#americafirst                 "
"#americafirst                 ","#trump2016                    "
"#imwithyou                    ","#imwithyou                    "
"#americafirst                 ","#leadright2016                "
"#americafirst                 ","#americafirst                 "
"#leadright2016                ","#leadright2016                "
"#leadright2016                ","#americafirst                 "
"#americafirst                 ","#americafirst                 "
"#americafirst                 ","#americafirst                 "
"#imwithyou                    ","#americafirst                 "
"#imwithyou                    ","#imwithyou                    "
"#americafirst                 ","#americafirst                 "
"#americafirst                 ","#imwithyou                    "
"#imwithyou                    ","#americafirst                 "
"#imwithyou                    ","#imwithyou                    "
"#americafirst                 ","#americafirst                 "
"#americafirst                 ","#imwithyou                    "
"#imwithyou                    ","#wcs16                        "
"#imwithyou                    ","#imwithyou                    "
"#wcs16                        ","#wcs16                        "
"#wcs16                        ","#imwithyou                    "
"#imwithyou                    ","#americafirst                 "
"#imwithyou                    ","#imwithyou                    "
"#americafirst                 ","#americafirst                 "
"#americafirst                 ","#imwithyou                    "
"#americafirst                 ","#americafirst                 "
"#makersandtakers              ","#makersandtakers              "
"#tbt                          ","#tbt                          "
"#stopthehate                  ","#stopthehate                  "
"#wakeupamerica                ","#wakeupamerica                "
"#trump2016                    ","#trump2016                    "
"#creatorsaskhrc               ","#creatorsaskhrc               "
"#creatorsaskhrc               ","#creatorsaskhrc               "
"#crookedhillary               ","#trump2016                    "
"#crookedhillary               ","#crookedhillary               "
"#trump2016                    ","#trump2016                    "
"#trump2016                    ","#crookedhillary               "
"#potus                        ","#potus                        "
"#upupup                       ","#upupup                       "
"#trump                        ","#trump                        "
"#scotus                       ","#scotus                       "
"#turnuptovote                 ","#turnuptovote                 "
"#ohhillyes                    ","#ohhillyes                    "
"#trump2016                    ","#maga                         "
"#trump2016                    ","#trump2016                    "
"#maga                         ","#maga                         "
"#maga                         ","#trump2016                    "
"#dtmag                        ","#dtmag                        "
"#crookedhillary               ","#crookedhillary               "
"#usmc2016                     ","#usmc2016                     "
"#imwithher                    ","#imwithher                    "
"#nycpride                     ","#nycpride                     "
"#demplatform                  ","#demplatform                  "
"#demplatform                  ","#demplatform                  "
"#demplatform                  ","#demplatform                  "
"#demplatform                  ","#demplatform                  "
"#americafirst                 ","#americafirst                 "
"#westvirginia                 ","#westvirginia                 "
"#imwithyou                    ","#imwithyou                    "
"#brexitvote                   ","#brexitvote                   "
"#brexit                       ","#brexit                       "
"#brexitvote                   ","#brexitvote                   "
"#brexitvote                   ","#brexitvote                   "
"#brexitvote                   ","#brexitvote                   "
"#democraticsitin              ","#democraticsitin              "
"#imwithyou                    ","#imwithyou                    "
"#titleix                      ","#titleix                      "
"#trump                        ","#clinton                      "
"#trump                        ","#trump                        "
"#clinton                      ","#clinton                      "
"#clinton                      ","#trump                        "
"#imwithyou                    ","#imwithyou                    "
"#crookedhillary               ","#crookedhillary               "
"#scotus                       ","#scotus                       "
"#nobillnobreak                ","#nobillnobreak                "
"#nobillnobreak                ","#nobillnobreak                "
"#gunviolence                  ","#nomoresilence                "
"#gunviolence                  ","#nobillnobreak                "
"#gunviolence                  ","#aslongasittakes              "
"#gunviolence                  ","#sitin                        "
"#gunviolence                  ","#gunviolence                  "
"#sitin                        ","#nomoresilence                "
"#sitin                        ","#nobillnobreak                "
"#sitin                        ","#aslongasittakes              "
"#sitin                        ","#sitin                        "
"#sitin                        ","#gunviolence                  "
"#aslongasittakes              ","#nomoresilence                "
"#aslongasittakes              ","#nobillnobreak                "
"#aslongasittakes              ","#aslongasittakes              "
"#aslongasittakes              ","#sitin                        "
"#aslongasittakes              ","#gunviolence                  "
"#nobillnobreak                ","#nomoresilence                "
"#nobillnobreak                ","#nobillnobreak                "
"#nobillnobreak                ","#aslongasittakes              "
"#nobillnobreak                ","#sitin                        "
"#nobillnobreak                ","#gunviolence                  "
"#nomoresilence                ","#nomoresilence                "
"#nomoresilence                ","#nobillnobreak                "
"#nomoresilence                ","#aslongasittakes              "
"#nomoresilence                ","#sitin                        "
"#nomoresilence                ","#gunviolence                  "
"#nobillnobreak                ","#nobillnobreak                "
"#disarmhate                   ","#endgunviolence               "
"#disarmhate                   ","#sitin                        "
"#disarmhate                   ","#disarmhate                   "
"#sitin                        ","#endgunviolence               "
"#sitin                        ","#sitin                        "
"#sitin                        ","#disarmhate                   "
"#endgunviolence               ","#endgunviolence               "
"#endgunviolence               ","#sitin                        "
"#endgunviolence               ","#disarmhate                   "
"#notonemore                   ","#notonemore                   "
"#nobillnobreak                ","#nobillnobreak                "
"#nobillnobreak                ","#nobillnobreak                "
"#nobillnobreak                ","#nomoresilence                "
"#nobillnobreak                ","#holdthefloor                 "
"#nobillnobreak                ","#nobillnobreak                "
"#holdthefloor                 ","#nomoresilence                "
"#holdthefloor                 ","#holdthefloor                 "
"#holdthefloor                 ","#nobillnobreak                "
"#nomoresilence                ","#nomoresilence                "
"#nomoresilence                ","#holdthefloor                 "
"#nomoresilence                ","#nobillnobreak                "
"#goodtrouble                  ","#nobillnobreak                "
"#goodtrouble                  ","#goodtrouble                  "
"#nobillnobreak                ","#nobillnobreak                "
"#nobillnobreak                ","#goodtrouble                  "
"#olmstead                     ","#olmstead                     "
"#gibill                       ","#veterans                     "
"#gibill                       ","#gibill                       "
"#veterans                     ","#veterans                     "
"#veterans                     ","#gibill                       "
"#moreincommon                 ","#moreincommon                 "
"#imwithyou                    ","#imwithyou                    "
"#disarmhate                   ","#disarmhate                   "
"#disarmhate                   ","#disarmhate                   "
"#worldrefugeeday              ","#worldrefugeeday              "
"#makeamericagreatagain        ","#makeamericagreatagain        "
"#trump2016                    ","#trump2016                    "
"#trump2016                    ","#trump2016                    "
"#trump2016                    ","#americafirst                 "
"#trump2016                    ","#trump2016                    "
"#americafirst                 ","#americafirst                 "
"#americafirst                 ","#trump2016                    "
"#laudatosi                    ","#laudatosi                    "
"#trump2016                    ","#americafirst                 "
"#trump2016                    ","#trump2016                    "
"#americafirst                 ","#americafirst                 "
"#americafirst                 ","#trump2016                    "
"#trump2016                    ","#americafirst                 "
"#trump2016                    ","#trump2016                    "
"#americafirst                 ","#americafirst                 "
"#americafirst                 ","#trump2016                    "
"#trump2016                    ","#americafirst                 "
"#trump2016                    ","#trump2016                    "
"#americafirst                 ","#americafirst                 "
"#americafirst                 ","#trump2016                    "
"#americafirst                 ","#trump2016                    "
"#americafirst                 ","#americafirst                 "
"#trump2016                    ","#trump2016                    "
"#trump2016                    ","#americafirst                 "
"#americafirst                 ","#americafirst                 "
"#trump2016                    ","#americafirst                 "
"#trump2016                    ","#trump2016                    "
"#americafirst                 ","#americafirst                 "
"#americafirst                 ","#trump2016                    "
"#charleston9                  ","#charleston9                  "
"#americafirst                 ","#americafirst                 "
"#trumpdallas                  ","#trumpdallas                  "
"#trump                        ","#trump                        "
"#trump2016                    ","#trump2016                    "
"#sheswithus                   ","#sheswithus                   "
"#orlandounited                ","#filibuster                   "
"#orlandounited                ","#enough                       "
"#orlandounited                ","#orlandounited                "
"#enough                       ","#filibuster                   "
"#enough                       ","#enough                       "
"#enough                       ","#orlandounited                "
"#filibuster                   ","#filibuster                   "
"#filibuster                   ","#enough                       "
"#filibuster                   ","#orlandounited                "
"#americafirst                 ","#trump2016                    "
"#americafirst                 ","#americafirst                 "
"#trump2016                    ","#trump2016                    "
"#trump2016                    ","#americafirst                 "
"#americafirst                 ","#americafirst                 "
"#americafirst                 ","#americafirst                 "
"#orlandounited                ","#orlandounited                "
"#armybday                     ","#armybday                     "
"#netneutrality                ","#netneutrality                "
"#trump2016                    ","#trump2016                    "
"#stanleycup                   ","#stanleycup                   "
"#trump2016                    ","#americafirst                 "
"#trump2016                    ","#trump2016                    "
"#americafirst                 ","#americafirst                 "
"#americafirst                 ","#trump2016                    "
"#americafirst                 ","#americafirst                 "
"#americafirst                 ","#americafirst                 "
"#americafirst                 ","#trumptrain                   "
"#americafirst                 ","#americafirst                 "
"#trumptrain                   ","#trumptrain                   "
"#trumptrain                   ","#americafirst                 "
"#makeamericagreatagain        ","#makeamericagreatagain        "
"#trump2016                    ","#trump2016                    "
"#rtm2016                      ","#trump2016                    "
"#rtm2016                      ","#rtm2016                      "
"#trump2016                    ","#trump2016                    "
"#trump2016                    ","#rtm2016                      "
"#trump2016                    ","#trump2016                    "
"#trump2016                    ","#trump2016                    "
"#makeamericagreatagain        ","#makeamericagreatagain        "
"#trump2016                    ","#trump2016                    "
"#wibackher                    ","#wibackher                    "
"#imwithher                    ","#imwithher                    "
"#americafirst                 ","#trump2016                    "
"#americafirst                 ","#americafirst                 "
"#trump2016                    ","#trump2016                    "
"#trump2016                    ","#americafirst                 "
"#historymade                  ","#historymade                  "
"#imwithher                    ","#imwithher                    "
"#trump2016                    ","#trump2016                    "
"#imwithher                    ","#imwithher                    "
"#trump2016                    ","#trump2016                    "
"#trump2016                    ","#trump2016                    "
"#trump2016                    ","#trump2016                    "
"#trump2016                    ","#trump2016                    "
"#imwithher                    ","#imwithher                    "
"#makeamericagreatagain        ","#makeamericagreatagain        "
"#caprimary                    ","#caprimary                    "
"#dday                         ","#dday                         "
"#dday                         ","#dday                         "
"#1                            ","#1                            "
"#decision2016                 ","#decision2016                 "
"#potus                        ","#makeamericagreatagain        "
"#potus                        ","#elkhart                      "
"#potus                        ","#potus                        "
"#elkhart                      ","#makeamericagreatagain        "
"#elkhart                      ","#elkhart                      "
"#elkhart                      ","#potus                        "
"#makeamericagreatagain        ","#makeamericagreatagain        "
"#makeamericagreatagain        ","#elkhart                      "
"#makeamericagreatagain        ","#potus                        "
"#votetrump2016                ","#trumptrain                   "
"#votetrump2016                ","#votetrump2016                "
"#trumptrain                   ","#trumptrain                   "
"#trumptrain                   ","#votetrump2016                "
"#makeamericagreatagain        ","#caprimary                    "
"#makeamericagreatagain        ","#makeamericagreatagain        "
"#caprimary                    ","#caprimary                    "
"#caprimary                    ","#makeamericagreatagain        "
"#imwithher                    ","#imwithher                    "
"#women4ttump                  ","#trump2016                    "
"#women4ttump                  ","#women4ttump                  "
"#trump2016                    ","#trump2016                    "
"#trump2016                    ","#women4ttump                  "
"#trump2016                    ","#trump2016                    "
"#maga                         ","#trump2016                    "
"#maga                         ","#maga                         "
"#trump2016                    ","#trump2016                    "
"#trump2016                    ","#maga                         "
"#gunviolence                  ","#gunviolence                  "
"#saveelephants                ","#saveelephants                "
"#makeamericagreatagain        ","#trump2016                    "
"#makeamericagreatagain        ","#makeamericagreatagain        "
"#trump2016                    ","#trump2016                    "
"#trump2016                    ","#makeamericagreatagain        "
"#teachers4trump               ","#neverdems                    "
"#teachers4trump               ","#ca4trump                     "
"#teachers4trump               ","#teachers4trump               "
"#ca4trump                     ","#neverdems                    "
"#ca4trump                     ","#ca4trump                     "
"#ca4trump                     ","#teachers4trump               "
"#neverdems                    ","#neverdems                    "
"#neverdems                    ","#ca4trump                     "
"#neverdems                    ","#teachers4trump               "
"#makeamericagreatagain        ","#makeamericagreatagain        "
"#caribbean                    ","#caribbean                    "
"#makeamericagreatagain        ","#trump2016                    "
"#makeamericagreatagain        ","#makeamericagreatagain        "
"#trump2016                    ","#trump2016                    "
"#trump2016                    ","#makeamericagreatagain        "
"#trump2016                    ","#trump2016                    "
"#understandslavery            ","#understandslavery            "
"#memorialday                  ","#memorialday                  "
"#trump                        ","#trump                        "
"#trump2016                    ","#trump2016                    "
"#mdw                          ","#mdw                          "
"#trump2016                    ","#trump2016                    "
"#trump2016                    ","#trump2016                    "
"#trump2016                    ","#trump2016                    "
"#makeamericagreatagain        ","#trump2016                    "
"#makeamericagreatagain        ","#makeamericagreatagain        "
"#trump2016                    ","#trump2016                    "
"#trump2016                    ","#makeamericagreatagain        "
"#tbt                          ","#tbt                          "
"#meetthetrumps                ","#trump2016                    "
"#meetthetrumps                ","#meetthetrumps                "
"#trump2016                    ","#trump2016                    "
"#trump2016                    ","#meetthetrumps                "
"#trump2016                    ","#trump2016                    "
"#trump2016                    ","#trump2016                    "
"#sallyrideday                 ","#sallyrideday                 "
"#uaw                          ","#uaw                          "
"#trump2016                    ","#trump2016                    "
"#actonclimate                 ","#actonclimate                 "
"#trumptrain                   ","#makeamericagreatagain        "
"#trumptrain                   ","#trumptrain                   "
"#makeamericagreatagain        ","#makeamericagreatagain        "
"#makeamericagreatagain        ","#trumptrain                   "
"#trump2016                    ","#makeamericagreatagain        "
"#trump2016                    ","#trump2016                    "
"#makeamericagreatagain        ","#makeamericagreatagain        "
"#makeamericagreatagain        ","#trump2016                    "
"#trump2016                    ","#trump2016                    "
"#trump2016                    ","#trump2016                    "
"#trump2016                    ","#maga                         "
"#trump2016                    ","#trump2016                    "
"#maga                         ","#maga                         "
"#maga                         ","#trump2016                    "
"#stopgunviolence              ","#stopgunviolence              "
"#armedforcesday               ","#armedforcesday               "
"#trumptrain                   ","#trumptrain                   "
"#imwithher                    ","#imwithher                    "
"#trump2016                    ","#trump2016                    "
"#makeamericagreatagain        ","#trump2016                    "
"#makeamericagreatagain        ","#makeamericagreatagain        "
"#trump2016                    ","#trump2016                    "
"#trump2016                    ","#makeamericagreatagain        "
"#trump2016                    ","#2a                           "
"#trump2016                    ","#trump2016                    "
"#2a                           ","#2a                           "
"#2a                           ","#trump2016                    "
"#michaelbrown                 ","#changeagents                 "
"#michaelbrown                 ","#mothersofthemovement         "
"#michaelbrown                 ","#michaelbrown                 "
"#mothersofthemovement         ","#changeagents                 "
"#mothersofthemovement         ","#mothersofthemovement         "
"#mothersofthemovement         ","#michaelbrown                 "
"#changeagents                 ","#changeagents                 "
"#changeagents                 ","#mothersofthemovement         "
"#changeagents                 ","#michaelbrown                 "
"#secondamendment              ","#2a                           "
"#secondamendment              ","#secondamendment              "
"#2a                           ","#2a                           "
"#2a                           ","#secondamendment              "
"#tbt                          ","#tbt                          "
"#sayhername                   ","#sayhername                   "
"#trump2016                    ","#trump2016                    "
"#makeamericagreatagain        ","#makeamericagreatagain        "
"#americafirst                 ","#americafirst                 "
"#trump2016                    ","#makeamericagreatagain        "
"#trump2016                    ","#trump2016                    "
"#makeamericagreatagain        ","#makeamericagreatagain        "
"#makeamericagreatagain        ","#trump2016                    "
"#makeamericagreatagain        ","#makeamericagreatagain        "
"#megynkellypresents           ","#megynkellypresents           "
"#makeamericagreatagain        ","#makeamericagreatagain        "
"#trump                        ","#trump                        "
"#votetrump                    ","#orprimary                    "
"#votetrump                    ","#votetrump                    "
"#orprimary                    ","#orprimary                    "
"#orprimary                    ","#votetrump                    "
"#madeinamerica                ","#madeinamerica                "
"#scotus                       ","#scotus                       "
"#makeamericagreatagain        ","#trump2016                    "
"#makeamericagreatagain        ","#makeamericagreatagain        "
"#trump2016                    ","#trump2016                    "
"#trump2016                    ","#makeamericagreatagain        "
"#trump2016                    ","#trump2016                    "
"#trump2016                    ","#trump2016                    "
"#tbt                          ","#tbt                          "
"#internationalnursesday       ","#internationalnursesday       "
"#trump2016                    ","#trump2016                    "
"#trump2016                    ","#trump2016                    "
"#tbt                          ","#tbt                          "
"#washingtondc                 ","#statehood                    "
"#washingtondc                 ","#washingtondc                 "
"#statehood                    ","#statehood                    "
"#statehood                    ","#washingtondc                 "
"#makeamericagreatagain        ","#trump2016                    "
"#makeamericagreatagain        ","#makeamericagreatagain        "
"#trump2016                    ","#trump2016                    "
"#trump2016                    ","#makeamericagreatagain        "
"#makeamericagreatagain        ","#trump2016                    "
"#makeamericagreatagain        ","#makeamericagreatagain        "
"#trump2016                    ","#trump2016                    "
"#trump2016                    ","#makeamericagreatagain        "
"#makeamericagreatagain        ","#trump2016                    "
"#makeamericagreatagain        ","#makeamericagreatagain        "
"#trump2016                    ","#trump2016                    "
"#trump2016                    ","#makeamericagreatagain        "
"#makeamericagreatagain        ","#trump2016                    "
"#makeamericagreatagain        ","#makeamericagreatagain        "
"#trump2016                    ","#trump2016                    "
"#trump2016                    ","#makeamericagreatagain        "
"#votetrump                    ","#trump2016                    "
"#votetrump                    ","#makeamericagreatagain        "
"#votetrump                    ","#votetrump                    "
"#makeamericagreatagain        ","#trump2016                    "
"#makeamericagreatagain        ","#makeamericagreatagain        "
"#makeamericagreatagain        ","#votetrump                    "
"#trump2016                    ","#trump2016                    "
"#trump2016                    ","#makeamericagreatagain        "
"#trump2016                    ","#votetrump                    "
"#votetrump                    ","#trump2016                    "
"#votetrump                    ","#makeamericagreatagain        "
"#votetrump                    ","#votetrump                    "
"#makeamericagreatagain        ","#trump2016                    "
"#makeamericagreatagain        ","#makeamericagreatagain        "
"#makeamericagreatagain        ","#votetrump                    "
"#trump2016                    ","#trump2016                    "
"#trump2016                    ","#makeamericagreatagain        "
"#trump2016                    ","#votetrump                    "
"#repmikekelly                 ","#repmikekelly                 "
"#nebraskaprimary              ","#trumpforpresident            "
"#nebraskaprimary              ","#trump2016                    "
"#nebraskaprimary              ","#nebraskaprimary              "
"#trump2016                    ","#trumpforpresident            "
"#trump2016                    ","#trump2016                    "
"#trump2016                    ","#nebraskaprimary              "
"#trumpforpresident            ","#trumpforpresident            "
"#trumpforpresident            ","#trump2016                    "
"#trumpforpresident            ","#nebraskaprimary              "
"#mattschlapp                  ","#gop                          "
"#mattschlapp                  ","#jenniferrubin                "
"#mattschlapp                  ","#mattschlapp                  "
"#jenniferrubin                ","#gop                          "
"#jenniferrubin                ","#jenniferrubin                "
"#jenniferrubin                ","#mattschlapp                  "
"#gop                          ","#gop                          "
"#gop                          ","#jenniferrubin                "
"#gop                          ","#mattschlapp                  "
"#mothersday                   ","#mothersday                   "
"#madeforhistory               ","#madeforhistory               "
"#kentuckyderby                ","#kentuckyderby                "
"#makeamericagreatagain        ","#trumptrain                   "
"#makeamericagreatagain        ","#makeamericagreatagain        "
"#trumptrain                   ","#trumptrain                   "
"#trumptrain                   ","#makeamericagreatagain        "
"#trump2016                    ","#trump2016                    "
"#trump2016                    ","#makeamericagreatagain        "
"#trump2016                    ","#trump2016                    "
"#makeamericagreatagain        ","#makeamericagreatagain        "
"#makeamericagreatagain        ","#trump2016                    "
"#cincodemayo                  ","#cincodemayo                  "
"#smallbizweek                 ","#smallbizweek                 "
"#thanksobama                  ","#thanksobama                  "
"#teacherappreciationday       ","#teacherappreciationday       "
"#trump2016                    ","#makeamericagreatagain        "
"#trump2016                    ","#trump2016                    "
"#makeamericagreatagain        ","#makeamericagreatagain        "
"#makeamericagreatagain        ","#trump2016                    "
"#inprimary                    ","#votetrump                    "
"#inprimary                    ","#inprimary                    "
"#votetrump                    ","#votetrump                    "
"#votetrump                    ","#inprimary                    "
"#inprimary                    ","#votetrump                    "
"#inprimary                    ","#trump2016                    "
"#inprimary                    ","#inprimary                    "
"#trump2016                    ","#votetrump                    "
"#trump2016                    ","#trump2016                    "
"#trump2016                    ","#inprimary                    "
"#votetrump                    ","#votetrump                    "
"#votetrump                    ","#trump2016                    "
"#votetrump                    ","#inprimary                    "
"#trump2016                    ","#trump2016                    "
"#trump2016                    ","#votetrump                    "
"#trump2016                    ","#trump2016                    "
"#votetrump                    ","#votetrump                    "
